[2026-08-19 20:48:13] [INFO    ] discord.client: logging in using static token
[2026-08-19 20:48:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'PTCGTracker', 'primary_guild': None, 'mfa_enabled': True, 'id': '1538737699802976288', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '8092', 'clan': None, 'bot': True, 'avatar': '229f0d23250e0d181b8d97f3f4ea792e'}, 'session_type': 'normal', 'session_id': 'f7ac946907370ea05b44a6b31ce3c224', 'resume_gateway_url': 'wss://gateway-us-east1-d.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1171328378440257576'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['us-west', 'santa-clara', 'us-south', 'oregon', 'seattle'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1538737699802976288', 'flags_new': '11042816', 'flags': 11042816}, '_trace': ['["gateway-prd-arm-us-east1-d-6thq",{"micros":344853,"calls":["id_created",{"micros":1402,"calls":[]},"session_lookup_time",{"micros":5813,"calls":[]},"session_lookup_finished",{"micros":16,"calls":[]},"sessions-prd-gcp-us-east1-d-41",{"micros":336373,"calls":["start_session",{"micros":292940,"calls":["prd-rpc-5bb7bdff79-8b4gw",{"micros":161017,"calls":["get_user",{"micros":10618},"get_guilds",{"micros":5687},"send_scheduled_deletion_message",{"micros":11},"guild_join_requests",{"micros":11379},"authorized_ip_coro",{"micros":10},"pending_payments",{"micros":1534},"apex_experiments",{"micros":111977},"sessions_experiments",{"micros":8},"played_application_ids",{"micros":4},"linked_users",{"micros":9},"ad_personalization_toggles_disabled",{"micros":4},"regional_feature_config",{"micros":3}]}]},"starting_guild_connect",{"micros":30,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"presence_started",{"micros":1939,"calls":[]},"guilds_started",{"micros":115,"calls":[]},"guilds_connect",{"micros":3,"calls":[]},"presence_connect",{"micros":41320,"calls":[]},"connect_finished",{"micros":41332,"calls":[]},"build_ready",{"micros":14,"calls":[]},"clean_ready",{"micros":2,"calls":[]},"optimize_ready",{"micros":0,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2026-08-19 20:48:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-19 20:48:14] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: f7ac946907370ea05b44a6b31ce3c224).
[2026-08-19 20:48:14] [DEBUG   ] discord.client: Dispatching event connect
[2026-08-19 20:48:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'incidents_data': None, 'discovery_splash': None, 'home_header': None, 'channels': [{'version': 1699336847796, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1171328379040055336', 'flags': 0}, {'version': 1699336847801, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1171328379040055337', 'flags': 0}, {'version': 1770521401647, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1171328379040055336', 'name': 'general', 'last_pin_timestamp': '2026-02-08T03:30:01.636000+00:00', 'last_message_id': '1539827455517528154', 'id': '1171328379040055338', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1699336847829, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1171328379040055337', 'name': 'General', 'last_message_id': None, 'id': '1171328379040055339', 'icon_emoji': {'name': '🎙️', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'banner': None, 'nsfw_level': 0, 'public_updates_channel_id': None, 'profile': None, 'guild_space_settings': {'publish_status': 0, 'enabled': True}, 'premium_progress_bar_enabled_user_updated_at': None, 'latest_onboarding_question_id': None, 'members': [{'user': {'username': 'PTCGTracker', 'public_flags': 0, 'primary_guild': None, 'id': '1538737699802976288', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8092', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '229f0d23250e0d181b8d97f3f4ea792e'}, 'roles': ['1538739684086251593'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-17T02:42:09.223000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'soundboard_sounds': [], 'premium_features': None, 'region': 'deprecated', 'features': [], 'application_id': None, 'game_application_ids': None, 'verification_role_id': None, 'rules_channel_id': None, 'stickers': [], 'id': '1171328378440257576', 'hub_type': None, 'afk_channel_id': None, 'preferred_locale': 'en-US', 'roles': [{'version': 1699336847784, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1171328378440257576', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1699336884906, 'unicode_emoji': None, 'tags': {'bot_id': '1171318313276686356'}, 'position': 1, 'permissions': '8', 'name': 'Pokedoku Score Master', 'mentionable': False, 'managed': True, 'id': '1171328534325776449', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1748650364088, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '1721826618638327', 'name': 'engineer', 'mentionable': False, 'managed': False, 'id': '1378164231416840242', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1787023142267, 'unicode_emoji': None, 'tags': {'bot_id': '1538737699802976288'}, 'position': 1, 'permissions': '563226979068960', 'name': 'PTCGTracker', 'mentionable': False, 'managed': True, 'id': '1538739684086251593', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'name': 'Bot Playground', 'max_members': 25000000, 'emojis': [{'version': 1699380333553, 'roles': [], 'require_colons': True, 'name': 'emoji_1', 'managed': False, 'id': '1171510770606014566', 'available': True, 'animated': False}], 'icon': None, 'max_video_channel_users': 25, 'threads': [], 'guild_scheduled_events': [], 'activity_instances': [], 'application_command_counts': {}, 'max_stage_video_channel_users': 50, 'stage_instances': [], 'system_channel_flags': 0, 'safety_alerts_channel_id': None, 'premium_tier': 0, 'voice_states': [], 'splash': None, 'description': None, 'lazy': True, 'premium_progress_bar_enabled': False, 'default_message_notifications': 0, 'experiments': {'evaluation_id': None, 'assignments': []}, 'unavailable': False, 'official_message_color': None, 'nsfw': False, 'explicit_content_filter': 0, 'afk_timeout': 300, 'vanity_url_code': None, 'system_channel_id': '1171328379040055338', 'member_count': 4, 'presences': [], 'inventory_settings': None, 'mfa_level': 0, 'premium_subscription_count': 0, 'moderator_reporting': None, 'verification_level': 0, 'embedded_activities': [], 'joined_at': '2026-08-17T02:42:09.223000+00:00', 'version': 1743978182857, 'large': False, 'owner_id': '412309621575778314', 'theme': None, 'owner_configured_content_level': 0}}
[2026-08-19 20:48:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-19 20:48:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '420e01203265d0728d2866084ea0c150', 'members': [{'user': {'username': 'eef_eef', 'public_flags': 0, 'primary_guild': None, 'id': '412309621575778314', 'global_name': 'eef', 'display_name_styles': None, 'display_name': 'eef', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'b31d441f6acd0322b84e5c7f5567e9de'}, 'roles': ['1378164231416840242'], 'premium_since': None, 'pending': False, 'nick': 'Ethan', 'mute': False, 'joined_at': '2023-11-07T06:00:47.672000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'skon2162', 'public_flags': 0, 'primary_guild': None, 'id': '540642402852143104', 'global_name': 'SKoN', 'display_name_styles': None, 'display_name': 'SKoN', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614227865711', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATES_KOI_POND_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/koi_pond/'}}, 'bot': False, 'avatar_decoration_data': {'sku_id': '1341506443555110912', 'expires_at': None, 'asset': 'a_d23647f13e9b090dd17f67a31a93bf30'}, 'avatar': '9cb7ee7a2451c1106b5e3b68b0a3cbd3'}, 'roles': ['1378164231416840242'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-31T00:10:50.366000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Pokedoku Score Master', 'public_flags': 0, 'primary_guild': None, 'id': '1171318313276686356', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5354', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '4b1ee9397f41e093bfe5e13dad928ae4'}, 'roles': ['1171328534325776449'], 'premium_since': None, 'pending': False, 'nick': 'Scoreboard Rotom', 'mute': False, 'joined_at': '2023-11-07T06:01:24.917000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'PTCGTracker', 'public_flags': 0, 'primary_guild': None, 'id': '1538737699802976288', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8092', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '229f0d23250e0d181b8d97f3f4ea792e'}, 'roles': ['1538739684086251593'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-08-17T02:42:09.223000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1171328378440257576', 'chunk_index': 0, 'chunk_count': 1}}
[2026-08-19 20:48:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-19 20:48:15] [DEBUG   ] discord.state: Processed a chunk for 4 members in guild ID 1171328378440257576.
[2026-08-19 20:48:16] [DEBUG   ] discord.client: Dispatching event guild_available
[2026-08-19 20:48:16] [DEBUG   ] discord.client: Dispatching event ready
[2026-08-19 20:48:17] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1538737699802976288/commands with [{"name":"poem","description":"Sends a beautiful poem","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"link","description":"Link to tracker UI","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"upload","description":"Upload a decklist to the database","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"delete","description":"Delete a decklist from the database","type":1,"options":[{"type":3,"name":"deckname","description":"\u2026","required":true},{"type":3,"name":"version","description":"\u2026","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"mydecks","description":"Get a list of all your decks and their stats","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"randomdeck","description":"Get a random deck from your list to play","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"cardstats","description":"See the usage stats of a specific card","type":1,"options":[{"type":3,"name":"cardname","description":"\u2026","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"register","description":"Register User in database","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"remove","description":"Remove User from database","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null}] has returned 200
[2026-08-19 20:48:17] [DEBUG   ] discord.http: PUT /applications/{application_id}/commands has found its initial rate limit bucket hash (3e32a240d3716487d7d8f6dae6c54f6b).
[2026-08-19 20:48:17] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1538737699802976288/commands has received [{'id': '1539112812792774777', 'application_id': '1538737699802976288', 'version': '1539112812792774778', 'default_member_permissions': None, 'type': 1, 'name': 'poem', 'name_localizations': None, 'description': 'Sends a beautiful poem', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'nsfw': False}, {'id': '1539161285369790495', 'application_id': '1538737699802976288', 'version': '1539161285369790496', 'default_member_permissions': None, 'type': 1, 'name': 'link', 'name_localizations': None, 'description': 'Link to tracker UI', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'nsfw': False}, {'id': '1539119129947152488', 'application_id': '1538737699802976288', 'version': '1539127308554735677', 'default_member_permissions': None, 'type': 1, 'name': 'upload', 'name_localizations': None, 'description': 'Upload a decklist to the database', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'nsfw': False}, {'id': '1539842730807791678', 'application_id': '1538737699802976288', 'version': '1539842730807791679', 'default_member_permissions': None, 'type': 1, 'name': 'delete', 'name_localizations': None, 'description': 'Delete a decklist from the database', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'options': [{'type': 3, 'name': 'deckname', 'name_localizations': None, 'description': '…', 'description_localizations': None, 'required': True}, {'type': 3, 'name': 'version', 'name_localizations': None, 'description': '…', 'description_localizations': None, 'required': True}], 'nsfw': False}, {'id': '1539741938155257876', 'application_id': '1538737699802976288', 'version': '1539741938155257877', 'default_member_permissions': None, 'type': 1, 'name': 'mydecks', 'name_localizations': None, 'description': 'Get a list of all your decks and their stats', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'nsfw': False}, {'id': '1539744671725654079', 'application_id': '1538737699802976288', 'version': '1539744671725654080', 'default_member_permissions': None, 'type': 1, 'name': 'randomdeck', 'name_localizations': None, 'description': 'Get a random deck from your list to play', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'nsfw': False}, {'id': '1539756635931811850', 'application_id': '1538737699802976288', 'version': '1539756635931811851', 'default_member_permissions': None, 'type': 1, 'name': 'cardstats', 'name_localizations': None, 'description': 'See the usage stats of a specific card', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'options': [{'type': 3, 'name': 'cardname', 'name_localizations': None, 'description': '…', 'description_localizations': None, 'required': True}], 'nsfw': False}, {'id': '1539158704677458021', 'application_id': '1538737699802976288', 'version': '1539158704677458022', 'default_member_permissions': None, 'type': 1, 'name': 'register', 'name_localizations': None, 'description': 'Register User in database', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'nsfw': False}, {'id': '1539160840895471637', 'application_id': '1538737699802976288', 'version': '1539160840895471638', 'default_member_permissions': None, 'type': 1, 'name': 'remove', 'name_localizations': None, 'description': 'Remove User from database', 'description_localizations': None, 'dm_permission': True, 'contexts': None, 'integration_types': [0, 1], 'nsfw': False}]
[2026-08-19 20:48:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 4, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTUzOTg0MzUyNzk3Mjg4MDQ1NjpKMkVkRjNUbnF0RHJheUM3czFKUnNoMndaNEhqT3FHenc4THFwQUhLdDROT1lhWjh1VHFpZW9iRDJZbXU0Tk92UUMxYmRiWnVIcWZ4cE44VTFwSlduT2RNNzh4UDhOQ1ViYTRxOGtBYkVybERjVDRpRTZCSEJXUFV6SGNrWUQ2Wg', 'member': {'user': {'username': 'skon2162', 'public_flags': 0, 'primary_guild': None, 'id': '540642402852143104', 'global_name': 'SKoN', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614227865711', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATES_KOI_POND_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/koi_pond/'}}, 'clan': None, 'avatar_decoration_data': {'sku_id': '1341506443555110912', 'expires_at': None, 'asset': 'a_d23647f13e9b090dd17f67a31a93bf30'}, 'avatar': '9cb7ee7a2451c1106b5e3b68b0a3cbd3'}, 'unusual_dm_activity_until': None, 'roles': ['1378164231416840242'], 'premium_since': None, 'permissions': '2249592199970807', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-31T00:10:50.366000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1539843527972880456', 'guild_locale': 'en-US', 'guild_id': '1171328378440257576', 'guild': {'locale': 'en-US', 'id': '1171328378440257576', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'Toucannon', 'type': 3, 'name': 'deckname'}, {'value': '2', 'type': 3, 'name': 'version'}], 'name': 'delete', 'id': '1539842730807791678'}, 'context': 0, 'channel_id': '1171328379040055338', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '2249592199970807', 'parent_id': '1171328379040055336', 'nsfw': False, 'name': 'general', 'last_pin_timestamp': '2026-02-08T03:30:01.636000+00:00', 'last_message_id': '1539827455517528154', 'id': '1171328379040055338', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1171328378440257576', 'flags': 0}, 'authorizing_integration_owners': {'0': '1171328378440257576'}, 'attachment_size_limit': 20971520, 'application_id': '1538737699802976288', 'app_permissions': '2248473465843297'}}
[2026-08-19 20:48:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-19 20:48:26] [DEBUG   ] discord.client: Dispatching event interaction
[2026-08-19 20:48:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'webhook_id': '1538737699802976288', 'type': 20, 'tts': False, 'timestamp': '2026-08-20T03:48:26.966000+00:00', 'pinned': False, 'nonce': '1539843525930123264', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'interaction_metadata': {'user': {'username': 'skon2162', 'public_flags': 0, 'primary_guild': None, 'id': '540642402852143104', 'global_name': 'SKoN', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614227865711', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATES_KOI_POND_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/koi_pond/'}}, 'clan': None, 'avatar_decoration_data': {'sku_id': '1341506443555110912', 'expires_at': None, 'asset': 'a_d23647f13e9b090dd17f67a31a93bf30'}, 'avatar': '9cb7ee7a2451c1106b5e3b68b0a3cbd3'}, 'type': 2, 'name': 'delete', 'id': '1539843527972880456', 'command_type': 1, 'authorizing_integration_owners': {'0': '1171328378440257576'}}, 'interaction': {'user': {'username': 'skon2162', 'public_flags': 0, 'primary_guild': None, 'id': '540642402852143104', 'global_name': 'SKoN', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614227865711', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATES_KOI_POND_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/koi_pond/'}}, 'clan': None, 'avatar_decoration_data': {'sku_id': '1341506443555110912', 'expires_at': None, 'asset': 'a_d23647f13e9b090dd17f67a31a93bf30'}, 'avatar': '9cb7ee7a2451c1106b5e3b68b0a3cbd3'}, 'type': 2, 'name': 'delete', 'id': '1539843527972880456'}, 'id': '1539843532116861039', 'flags': 64, 'embeds': [], 'edited_timestamp': None, 'content': 'Your Toucannon deck has been removed from the database!', 'components': [], 'channel_type': 0, 'channel_id': '1171328379040055338', 'author': {'username': 'PTCGTracker', 'public_flags': 0, 'primary_guild': None, 'id': '1538737699802976288', 'global_name': None, 'display_name_styles': None, 'discriminator': '8092', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '229f0d23250e0d181b8d97f3f4ea792e'}, 'attachments': [], 'application_id': '1538737699802976288'}}
[2026-08-19 20:48:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-08-19 20:48:27] [DEBUG   ] discord.client: Dispatching event message
[2026-08-19 20:48:27] [DEBUG   ] discord.webhook.async_: Webhook ID 1539843527972880456 with POST https://discord.com/api/v10/interactions/1539843527972880456/aW50ZXJhY3Rpb246MTUzOTg0MzUyNzk3Mjg4MDQ1NjpKMkVkRjNUbnF0RHJheUM3czFKUnNoMndaNEhqT3FHenc4THFwQUhLdDROT1lhWjh1VHFpZW9iRDJZbXU0Tk92UUMxYmRiWnVIcWZ4cE44VTFwSlduT2RNNzh4UDhOQ1ViYTRxOGtBYkVybERjVDRpRTZCSEJXUFV6SGNrWUQ2Wg/callback has returned status code 200
[2026-08-19 20:48:27] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-08-19 20:48:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:48:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:49:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:49:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:50:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:50:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:50:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:50:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:51:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:51:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:52:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:52:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-08-19 20:53:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-08-19 20:53:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
